time,pessure,tempF,alt_m,alt_f,kalman_alt_f,adxl335X,adxl335Y,adxl335Z,adxl377X,adxl377Y,angVelX,angVelY,angVelZ,Lat,Long,GPSAlt_mm,GPSAlt_f,Vel
2305112,83880,40.68,1.35,4.429134,1.02402,334,342,338,339,339,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648126,-0.27430164979105,-2.91630222222222
2305337,83884,40.68,1.15,3.772966,1.02402,334,342,337,339,340,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648121,-0.290705849266115,-1.73589417989418
2305715,83884,40.66,0.95,3.116798,1.02402,334,342,337,339,339,-0.02,-0.03,-0.09,4.08860832E+08,-1.04637907E+09,1648119,-0.297267529056142,3.33080203045685
2305912,83882,40.66,1.15,3.772966,1.02402,334,342,337,339,339,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648122,-0.287425009371102,-8.74890666666667
2306137,83882,40.67,0.55,1.804462,1.02402,334,342,337,339,339,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648134,-0.248054930630945,0
2306513,83886,40.65,0.55,1.804462,1.02402,334,342,337,339,339,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648127,-0.271020809896037,9.99240609137056
2306710,83886,40.66,1.15,3.772966,1.02643,341,312,314,341,335,-0.02,-0.03,-0.1,4.08860832E+08,-1.04637907E+09,1648139,-0.231650731155879,244.371086995516
2306933,83776,40.66,17.76,58.2677184,1.16675,313,342,326,338,339,0.09,0,-0.05,4.08860832E+08,-1.04637907E+09,1648143,-0.218527371575827,-120.131767676768
2307131,83764,40.67,10.51,34.4816284,1.30675,318,359,325,339,339,0.19,-0.03,-0.13,4.08860832E+08,-1.04637901E+09,1648173,-0.120102174725433,167.8477744
2307381,83628,40.68,23.3,76.443572,1.78675,312,377,325,339,340,-0.56,-0.43,-0.09,4.08860864E+08,-1.04637894E+09,1648135,-0.244774090735932,263.029629714286
2307731,83342,40.67,51.36,168.5039424,3.96675,364,319,325,337,338,-2,-0.26,0.19,4.08860864E+08,-1.04637856E+09,1648420,0.690265279342808,419.741547982063
2307954,83045,40.68,79.89,262.1063076,14.17675,339,358,325,338,339,1.9,0.23,-0.12,4.08860864E+08,-1.04637824E+09,1648647,1.43501593551079,354.595838383838
2308152,82826,40.68,101.29,332.3162836,48.62675,352,327,327,338,339,2.89,-0.33,0.04,4.08860992E+08,-1.04637792E+09,1648636,1.39892669666564,500.836915136476
2308555,82198,40.66,162.81,534.1535604,126.52677,362,321,329,338,339,4.07,0.04,-0.21,4.08861152E+08,-1.04637677E+09,1648747,1.7630999250121,472.887079886686
2308908,81725,40.65,213.69,701.0826996,198.2524,362,289,340,338,339,4.5,-0.06,0.01,4.08861344E+08,-1.04637536E+09,1649091,2.89170884889661,265.298381725888
2309105,81619,40.67,229.62,753.3464808,223.89246,361,329,341,338,339,4.7,-0.06,-0.18,4.08861504E+08,-1.04637453E+09,1649298,3.57084270716433,270.013132
2309305,81430,40.66,246.08,807.3491072,238.97252,351,309,341,339,339,4.43,0.02,-0.17,4.08861664E+08,-1.04637376E+09,1649487,4.19092144732181,387.435879396985
2309504,81190,40.67,269.58,884.4488472,257.07257,346,327,340,339,339,3.91,-0.1,0,4.0886176E+08,-1.04637306E+09,1649649,4.72241751031394,392.229571300448
2309727,80940,40.66,296.24,971.9160416,280.6526,355,327,340,338,339,3.92,-0.05,-0.08,4.0886192E+08,-1.04637235E+09,1649901,5.54918916385724,346.736491370558
2309924,80735,40.66,317.06,1040.2231304,304.06268,347,310,340,338,338,3.75,-0.09,-0.07,4.0886208E+08,-1.04637165E+09,1650230,6.62858548931656,383.708393908629
2310121,80526,40.67,340.1,1115.813684,327.3827,342,320,340,339,339,3.52,-0.04,-0.04,4.08862272E+08,-1.04637094E+09,1650602,7.84905793026144,365.343790954774
2310320,80300,40.66,362.26,1188.5170984,349.95273,351,316,340,338,339,3.71,-0.01,-0.19,4.08862432E+08,-1.04637024E+09,1650872,8.73488470191499,345.404170558376
2310517,80105,40.66,383,1256.56172,371.1728,351,332,340,339,339,3.33,-0.01,-0.07,4.0886272E+08,-1.04636947E+09,1650375,7.10430727409346,325.730034080717
2310740,79897,40.65,405.14,1329.1995176,392.6628,350,321,340,339,339,3.31,-0.06,-0.16,4.08862912E+08,-1.0463687E+09,1650468,7.40942538432969,322.385270471464
2311143,79527,40.63,444.74,1459.1207816,425.63287,365,335,340,338,339,3.08,0.01,-0.12,4.0886304E+08,-1.04636723E+09,1650645,7.99013404574701,309.472374670185
2311522,79184,40.62,480.49,1576.4108116,463.9229,351,323,340,338,339,3.11,0.13,-0.15,4.08863264E+08,-1.0463657E+09,1651396,10.4540448069019,273.958467005076
2311719,79033,40.63,496.94,1630.3806296,487.88297,336,328,340,339,339,2.69,0.02,-0.04,4.08863392E+08,-1.04636506E+09,1651832,11.8844910011276,274.563226262626
2311917,78870,40.63,513.51,1684.7441484,504.81296,343,336,340,338,340,2.46,-0.13,-0.16,4.08863424E+08,-1.04636435E+09,1652580,14.3385592425974,264.621286868687
2312115,78720,40.64,529.48,1737.1391632,519.693,342,322,339,339,339,2.37,0.08,0.05,4.08863392E+08,-1.04636371E+09,1653339,16.8287167229124,275.124247715736
2312312,78579,40.64,546,1791.33864,534.86304,340,336,340,339,339,2.3,-0.05,-0.05,4.08863392E+08,-1.04636307E+09,1654591,20.9363282714688,222.664115736041
2312509,78443,40.64,559.37,1835.2034708,548.93304,336,333,339,339,339,2.57,-0.01,-0.13,4.08863392E+08,-1.04636243E+09,1656276,26.4645434945659,257.356343718593
2312708,78299,40.64,574.98,1886.4173832,563.6031,342,337,339,338,339,2.3,-0.02,-0.15,4.0886336E+08,-1.04636173E+09,1657462,30.3556196100515,237.486184771574
2312905,78168,40.64,589.24,1933.2021616,578.14307,341,337,339,339,339,2.24,0,-0.1,4.08863264E+08,-1.04636109E+09,1658776,34.6666432320987,235.264255276382
2313104,78034,40.64,603.51,1980.0197484,592.5131,337,336,339,339,339,2.16,-0.01,-0.13,4.088632E+08,-1.04636045E+09,1660514,40.3687429696315,212.094707070707
2313302,77920,40.64,616.31,2022.0145004,605.9531,336,337,339,339,339,1.98,-0.08,-0.15,4.08863104E+08,-1.04635987E+09,1661709,44.2893466441722,208.175126903553
2313499,77802,40.64,628.81,2063.0250004,618.6431,336,338,339,339,339,1.92,-0.04,-0.09,4.0886288E+08,-1.04635923E+09,1663288,49.4697928383979,203.587839285714
2313723,77672,40.63,642.71,2108.6286764,631.77313,342,326,339,339,339,1.96,0.01,-0.08,4.08862688E+08,-1.04635859E+09,1664480,53.3805539932536,191.230825188917
2314120,77454,40.63,665.85,2184.547314,656.49316,337,338,339,339,339,1.79,-0.13,-0.11,4.08862624E+08,-1.04635731E+09,1668590,66.8648059617575,185.639489447236
2314319,77356,40.63,677.11,2221.4895724,667.4432,334,338,339,338,339,1.72,0.01,-0.1,4.08862336E+08,-1.04635686E+09,1672240,78.8398715785554,177.960715151515
2314517,77253,40.63,687.85,2256.725794,678.0832,334,334,339,339,339,1.58,-0.05,-0.05,4.08862176E+08,-1.04635629E+09,1675276,88.8005014998152,164.042
2314715,77163,40.63,697.75,2289.20611,688.2132,340,339,339,339,339,1.58,-0.04,0,4.08862144E+08,-1.04636627E+09,2368700,2363.8136248594,162.219311111111
2314913,77071,40.63,707.54,2321.3255336,698.02325,339,337,339,339,339,1.52,-0.06,0.01,4.08859808E+08,-1.04636582E+09,2382027,2407.53737814024,143.55756751269
2315110,76986,40.63,716.16,2349.6063744,707.1232,332,337,339,339,340,1.68,-0.02,-0.16,4.0885984E+08,-1.04636557E+09,2391842,2439.73882170979,153.871396
2315310,76902,40.63,725.54,2380.3806536,716.16327,341,340,339,339,340,1.13,0.03,0,4.08859808E+08,-1.04636538E+09,2401657,2471.94026527934,144.457393877551
2315506,76827,40.63,734.17,2408.6943028,724.94324,337,342,339,339,339,1.12,0.05,-0.01,4.08859776E+08,-1.04636512E+09,2411472,2504.1417088489,130.079535678392
2315705,76756,40.63,742.06,2434.5801304,733.21326,336,341,339,339,339,1.27,0.03,-0.15,4.08859744E+08,-1.04636486E+09,2421287,2536.34315241845,128.732511210762
2315928,76681,40.62,750.81,2463.2874804,741.5633,334,342,339,339,339,1.21,0.03,-0.18,4.08859712E+08,-1.04636467E+09,2431102,2568.544595988,117.71456080402
2316127,76609,40.63,757.95,2486.712678,749.3233,335,337,339,339,339,1.02,0.07,-0.09,4.0885968E+08,-1.04636442E+09,2440917,2600.74603955756,106.962079591837
2316323,76546,40.63,764.34,2507.6772456,756.3033,336,339,339,339,339,0.77,0.11,0.01,4.08859648E+08,-1.04636416E+09,2450732,2632.94748312711,102.061395465995
2316720,76440,40.63,776.69,2548.1956196,769.1233,337,341,339,339,339,0.96,0.01,-0.03,4.08859584E+08,-1.04636371E+09,2470362,2697.35037026622,93.9286172588832
2316917,76394,40.62,782.33,2566.6995572,774.7833,337,340,339,339,339,1.01,-0.01,-0.09,4.08859552E+08,-1.04636346E+09,2480177,2729.55181383577,84.5064848484848
2317115,76340,40.62,787.43,2583.4318412,780.0633,337,343,339,338,339,1.13,0,-0.17,4.0885952E+08,-1.04636326E+09,2489992,2761.75325740533,84.0818291457286
2317314,76290,40.62,792.53,2600.1641252,785.1333,340,342,339,339,339,1.08,-0.03,-0.22,4.08859488E+08,-1.04636301E+09,2499807,2793.95470097488,80.7815715555556
2317539,76249,40.62,798.07,2618.3399788,790.30334,338,344,339,339,340,1.23,0,-0.31,4.08859456E+08,-1.04636275E+09,2509622,2826.15614454443,68.6465994722955
2317918,76174,40.6,806,2644.35704,796.55334,335,340,339,339,339,1.34,0.01,-0.41,4.08859424E+08,-1.0463623E+09,2529252,2890.55903168354,37.9711431472081
2318115,76147,40.61,808.28,2651.8373552,801.4533,335,339,339,339,339,1.06,-0.08,-0.38,4.08859328E+08,-1.04636205E+09,2539067,2922.7604752531,67.1916032
2318365,76114,40.61,813.4,2668.635256,806.23334,334,342,339,339,339,0.8,-0.17,-0.31,4.08859296E+08,-1.04636186E+09,2548882,2954.96191882265,25.0596824120603
2318564,76094,40.61,814.92,2673.6221328,809.63336,335,341,339,339,339,0.46,-0.19,-0.22,4.08859264E+08,-1.0463616E+09,2558697,2987.1633623922,35.9408603015075
2318763,76074,40.61,817.1,2680.774364,812.32336,336,340,339,339,339,0.27,-0.21,-0.14,4.08859232E+08,-1.04636134E+09,2568512,3019.36480596176,27.0186823529412
2319358,76033,40.61,822,2696.85048,817.9733,339,334,339,339,339,0.7,-0.24,-0.17,4.08859136E+08,-1.04636064E+09,2597957,3115.96913667042,14.3433708542714
2319557,76025,40.61,822.87,2699.7048108,819.29333,339,332,339,339,339,0.92,-0.26,-0.19,4.08859104E+08,-1.04636045E+09,2607772,3148.17058023997,14.3433708542714
2319756,76019,40.61,823.74,2702.5591416,820.4133,336,328,339,339,339,0.84,-0.26,-0.17,4.08859072E+08,-1.04636019E+09,2617587,3180.37202380953,14.562912244898
2319952,76007,40.61,824.61,2705.4134724,821.4033,334,324,339,339,339,0.54,-0.25,-0.16,4.0885904E+08,-1.04635994E+09,2627402,3212.57346737908,-7.29075555555556
2320150,76017,40.61,824.17,2703.9699028,822.01337,329,320,339,339,339,0.41,-0.28,-0.18,4.08859008E+08,-1.04635974E+09,2637217,3244.77491094863,-7.08925226130653
2320349,76017,40.61,823.74,2702.5591416,822.36334,323,318,339,339,339,0.7,-0.29,-0.12,4.08858976E+08,-1.04635949E+09,2647032,3276.97635451819,-7.36515102040816
2320545,76025,40.61,823.3,2701.115572,822.5333,313,323,339,339,339,2.54,-0.16,0.07,4.08858944E+08,-1.04635923E+09,2656847,3309.17779808774,-10.7704343434343
2320743,76027,40.61,822.65,2698.983026,822.55334,302,335,339,339,339,1.81,0.11,0.12,4.08858912E+08,-1.04635904E+09,2666662,3341.3792416573,-9.60606306306306
2320965,76035,40.6,822,2696.85048,822.48334,298,322,339,339,339,0.56,0.33,-0.1,4.0885888E+08,-1.04635878E+09,2676477,3373.58068522685,-14.5082371859296
2321164,76049,40.61,821.12,2693.9633408,822.31335,306,315,339,339,339,-1.72,0.54,-0.37,4.08858848E+08,-1.04635814E+09,2499666,2793.49210254968,-12.220893982808
2321513,76059,40.59,819.82,2689.6982488,822.02325,320,316,339,339,339,-3.16,1.1,-0.09,4.08859072E+08,-1.0463577E+09,2497323,2785.80509467567,-58.891078
2321713,76092,40.59,816.23,2677.9200332,821.34326,316,330,339,339,339,2.63,1.78,0.33,4.08859008E+08,-1.0463575E+09,2495371,2779.4008952006,-36.3057421319797
2321910,76110,40.6,814.05,2670.767802,820.3833,327,358,339,339,339,4.63,1.59,-1.1,4.0885904E+08,-1.04635738E+09,2493131,2772.05181383577,-44.8588786729858
2322332,76161,40.61,808.28,2651.8373552,816.6734,357,270,339,338,338,4.85,-0.63,-1.85,4.08859072E+08,-1.04635712E+09,2487608,2753.93173509562,0
2322531,76163,40.6,808.28,2651.8373552,814.7633,280,365,339,340,340,5,-1.41,0.55,4.08859008E+08,-1.04635693E+09,2485867,2748.2197928384,-38.6907141414141
2322927,76206,40.61,803.61,2636.5158324,810.8233,311,245,339,339,337,5,-0.27,-1.27,4.08859008E+08,-1.04635674E+09,2480141,2729.43370359955,3.62705929648241
2323126,76228,40.61,803.83,2637.2376172,808.9534,457,332,339,336,339,5,0.58,0.29,4.0885904E+08,-1.04635661E+09,2477457,2720.62792932134,-81.4381096446701
2323323,76247,40.61,798.94,2621.1943096,806.2832,375,301,339,338,339,5,-0.87,-0.83,4.08859072E+08,-1.04635654E+09,2474817,2711.9665119985,-50.3724929292929
2323521,76283,40.62,795.9,2611.220556,803.3033,412,204,339,337,336,5,0.89,-1.48,4.08859104E+08,-1.04635642E+09,2472159,2703.24603955756,-48.4707015075377
2323720,76308,40.61,792.96,2601.5748864,800.1535,536,174,339,334,336,5,1.09,-0.05,4.08859136E+08,-1.04635635E+09,2469441,2694.32871672291,-43.3004263959391
2323917,76334,40.62,790.36,2593.0447024,797.0535,541,166,339,334,336,5,0.23,0.32,4.08859168E+08,-1.04635629E+09,2466839,2685.79197131609,-48.7962497461929
2324114,76353,40.62,787.43,2583.4318412,793.9535,536,150,339,334,335,5,-0.15,0.1,4.088592E+08,-1.04635622E+09,2463874,2676.06428102737,-50.3724929292929
2324312,76385,40.62,784.39,2573.4580876,790.8534,483,143,339,335,335,5,-0.09,-0.01,4.088592E+08,-1.04635616E+09,2461014,2666.68107892764,-55.9574741116751
2324509,76420,40.61,781.03,2562.4344652,787.6533,515,190,339,334,337,5,0.64,-0.26,4.08859232E+08,-1.0463561E+09,2458171,2657.35365110611,-21.7065676767677
2324707,76434,40.61,779.72,2558.1365648,785.05334,587,255,339,332,337,5,0.89,-0.75,4.08859264E+08,-1.04635603E+09,2455341,2648.06887420323,-52.0294828282828
2324905,76457,40.61,776.58,2547.8347272,782.3835,668,190,339,331,336,5,0.65,-1.4,4.08859264E+08,-1.04635597E+09,2452472,2638.65614454443,-18.9559644444444
2325130,76473,40.61,775.28,2543.5696352,780.1835,612,99,339,333,334,5,-0.29,-1.48,4.08859264E+08,-1.0463559E+09,2449642,2629.37136764155,-50.6281908629442
2325327,76503,40.6,772.24,2533.5958816,777.8234,669,144,339,331,335,5,0.53,-0.54,4.08859264E+08,-1.0463559E+09,2446665,2619.60430727409,-55.5091616161616
2325525,76532,40.6,768.89,2522.6050676,775.19366,677,68,338,329,333,5,0.13,-1.77,4.08859264E+08,-1.04635584E+09,2443764,2610.08659073866,-61.1429272727273
2325723,76566,40.6,765.2,2510.498768,772.20337,618,101,339,332,334,5,-0.43,-0.52,4.08859232E+08,-1.04635584E+09,2440914,2600.73619703787,-63.1186984771574
2325920,76591,40.6,761.41,2498.0643844,768.84344,672,203,339,331,337,5,0.84,-0.98,4.08859232E+08,-1.04635584E+09,2438042,2591.3136248594,-42.9160383838384
2326118,76615,40.61,758.82,2489.5670088,765.58356,675,139,339,331,335,5,-0.06,-1.66,4.088592E+08,-1.0463559E+09,2435129,2581.75653824522,-58.8572804020101
2326317,76660,40.6,755.25,2477.85441,762.18384,446,284,339,334,334,5,-0.5,-1.12,4.08859168E+08,-1.0463559E+09,2432456,2572.98685320585,-501.951865989848
2326514,76752,40.6,725.11,2378.9698924,749.7833,508,222,339,334,337,5,-0.24,-0.36,4.08859136E+08,-1.04635597E+09,2429549,2563.44945163105,375.492138
2326714,76732,40.59,748,2454.06832,748.9134,430,315,339,337,338,5,1.01,-1.48,4.08859104E+08,-1.04635597E+09,2426727,2554.19092144732,-30.4886141414141
2326912,76738,40.58,746.16,2448.0315744,747.95337,394,249,339,338,337,5,0.69,-1.45,4.08859072E+08,-1.04635603E+09,2423773,2544.49932039745,-64.7840994923858
2327109,76774,40.58,742.27,2435.2691068,746.3434,275,310,339,340,339,5,-2.04,-1.42,4.08859072E+08,-1.0463561E+09,2420822,2534.81756186727,-31.9840683417085
2327308,76788,40.57,740.33,2428.9042772,744.723,394,243,339,337,337,2.94,-1.99,0.86,4.0885904E+08,-1.04635622E+09,2418204,2526.22832302212,-48.8594763209393
2328330,76933,40.56,725.11,2378.9698924,731.39276,289,311,340,339,339,-11.36,-0.92,-1.57,4.08859008E+08,-1.04635693E+09,2407101,2489.80115766779,-10.8803367346939
2328526,76943,40.57,724.46,2376.8373464,729.1929,480,336,340,336,339,8.01,1.62,-2.69,4.08859008E+08,-1.04635706E+09,2405760,2485.40155136858,-35.7909818181818
2328724,76955,40.58,722.3,2369.750732,727.13293,341,322,340,339,339,21.98,-0.88,-0.35,4.08859008E+08,-1.04635718E+09,2403707,2478.66598706412,-31.1555838790932
2329518,77029,40.57,714.76,2345.0131984,719.2824,436,342,341,337,339,-5.54,-2.78,0.31,4.08859104E+08,-1.04635757E+09,2396848,2456.16270622422,-21.7606734693878
2329714,77039,40.57,713.46,2340.7481064,717.73267,353,336,340,339,339,15.61,0.22,0.4,4.08859104E+08,-1.04635763E+09,2395863,2452.93107892764,-17.552494
2329914,77049,40.57,712.39,2337.2376076,716.3525,326,406,340,339,341,12.61,-0.37,-0.9,4.08859136E+08,-1.0463577E+09,2394021,2446.88777184102,-19.6629468013468
2330508,77082,40.56,708.83,2325.5578172,712.92255,475,349,340,335,340,6.48,2.79,2.74,4.08859232E+08,-1.04635776E+09,2390381,2434.94551462317,-10.6585664974619
2330705,77086,40.56,708.19,2323.4580796,711.87305,352,284,339,338,338,-19.77,-0.83,3.25,4.08859264E+08,-1.04635782E+09,2389093,2430.7197928384,-15.889269955157
2330928,77094,40.55,707.11,2319.9147724,710.8429,332,346,340,339,340,-18.39,0.34,1.17,4.08859296E+08,-1.04635789E+09,2387958,2426.99603955756,-21.4836730964467
2331125,77106,40.54,705.82,2315.6824888,709.7829,414,329,340,337,339,0.38,0.28,-1.09,4.08859328E+08,-1.04635795E+09,2386783,2423.14105268092,-19.5898832282472
2332711,77196,40.55,696.35,2284.612934,700.7127,333,370,340,339,340,0.8,-0.56,0.16,4.08859712E+08,-1.04635866E+09,2377009,2391.07412354706,-18.3412129246852
2336920,77423,40.51,672.82,2207.4147688,676.5727,338,348,340,339,340,5.5,-0.37,0.01,4.08860736E+08,-1.04635974E+09,2351508,2307.40942538433,-30.1705386934673
2337119,77432,40.51,670.99,2201.4108316,675.4027,354,368,340,338,340,6.38,0.92,-0.13,4.088608E+08,-1.04635981E+09,2350406,2303.79393982003,-10.6585664974619
2337316,77444,40.52,670.35,2199.311094,674.33264,352,353,340,338,339,8.9,0.55,-1.17,4.08860832E+08,-1.04635987E+09,2349328,2300.2571944132,-15.6718696428571
2337540,77452,40.51,669.28,2195.8005952,673.2727,309,331,340,339,339,3.44,-0.32,-1.69,4.08860864E+08,-1.04635987E+09,2348289,2296.84840176228,-13.1757138297872
2337916,77470,40.49,667.77,2190.8465268,672.1228,308,345,340,339,340,-3.4,0.11,-1.03,4.08860896E+08,-1.04636006E+09,2346279,2290.25391357331,-21.1028904522613
2338115,77476,40.5,666.49,2186.6470516,670.93274,327,349,340,339,339,1.97,-0.15,0.98,4.08861024E+08,-1.04636013E+09,2345354,2287.21913667042,-15.9920341708543
2338314,77485,40.51,665.52,2183.4646368,669.7826,364,338,340,338,339,-1,0.44,1.26,4.08861088E+08,-1.04636026E+09,2344273,2283.67254874391,-17.8197908629442
2338708,77509,40.51,663.38,2176.4436392,667.47266,354,321,341,339,339,-16.93,0.21,-0.36,4.08861216E+08,-1.04636045E+09,2342127,2276.63186632921,-19.4199762572135
2339921,77568,40.49,656.2,2152.887208,660.7227,297,329,340,340,339,0.25,1.24,-0.8,4.08861632E+08,-1.04636096E+09,2335520,2254.95535714286,-14.2501131313131
2340119,77586,40.5,655.34,2150.0656856,659.5626,347,375,340,339,340,7.96,0.43,-0.25,4.08861696E+08,-1.04636102E+09,2334318,2251.01178758905,-20.997376
2340319,77590,40.5,654.06,2145.8662104,658.3826,315,320,340,339,339,5.54,1.56,-1.01,4.0886176E+08,-1.04636115E+09,2333108,2247.04197131609,-16.9870903553299
2340713,77609,40.5,652.02,2139.1732968,656.08264,343,330,340,338,339,-2.04,0.28,0.4,4.08861888E+08,-1.04636128E+09,2330916,2239.85037026622,-21.2677567839196
2340912,77619,40.49,650.73,2134.9410132,654.93274,340,344,340,339,339,-1.99,-0.65,0.22,4.08861952E+08,-1.04636141E+09,2330071,2237.07806055493,-17.1736584830339
2342916,77719,40.48,640.24,2100.5250016,644.52264,337,331,340,339,339,6.45,0.87,0.16,4.08862688E+08,-1.04636224E+09,2319570,2202.6259608174,-15.3547730639731
2343510,77749,40.48,637.46,2091.4042664,641.3027,357,332,340,338,339,-3,0.27,0.44,4.08862912E+08,-1.0463625E+09,2316256,2191.75325740533,-15.5053397260274
2345116,77822,40.46,629.87,2066.5026908,633.6526,352,319,340,339,339,-4.67,0.21,0.32,4.08863552E+08,-1.04636333E+09,2307954,2164.51572459693,-22.8664606060606
2345314,77833,40.46,628.49,2061.9751316,632.6527,362,316,340,338,339,-12.48,-0.38,0.1,4.08863648E+08,-1.04636339E+09,2306892,2161.03147262842,-14.123549078727
2345911,77853,40.44,625.92,2053.5433728,629.81274,363,350,340,338,339,3.22,-0.34,-0.64,4.08863936E+08,-1.04636371E+09,2303665,2150.44420228722,-18.1796171571072
2347916,77957,40.43,614.81,2017.0932404,619.1327,364,348,340,338,340,6.25,0.31,-0.64,4.08864832E+08,-1.04636474E+09,2292533,2113.92189257593,-14.9957585858586
2348708,77991,40.42,611.19,2005.2165996,614.88257,348,317,340,339,339,-0.23,0.51,0.46,4.08865184E+08,-1.04636506E+09,2287943,2098.86283745782,-17.2061831111111
2348933,78002,40.42,610.01,2001.3452084,613.8827,344,329,340,338,339,2.47,0,0.22,4.0886528E+08,-1.04636512E+09,2286912,2095.48029152606,-16.6217623342175
2349310,78020,40.39,608.1,1995.078804,612.7027,313,344,340,340,340,0.98,-0.32,-0.49,4.08865376E+08,-1.04636531E+09,2284857,2088.73816554181,-17.6851324937028
2349707,78040,40.41,605.96,1988.0578064,610.3325,344,348,341,338,340,3.57,0.53,-0.12,4.08865664E+08,-1.0463655E+09,2282831,2082.09118391451,-12.5617747747748
2349929,78050,40.4,605.11,1985.2690924,609.22266,343,350,340,339,340,6.27,0.35,-0.77,4.0886576E+08,-1.04636557E+09,2281876,2078.95798181478,-10.6585664974619
2350126,78058,40.41,604.47,1983.1693548,608.2127,319,350,340,339,339,1.84,-0.43,-0.92,4.08865824E+08,-1.04636563E+09,2280917,2075.81165635546,-15.9878497461929
2350323,78061,40.41,603.51,1980.0197484,607.22284,304,356,340,339,339,-3.01,-0.42,-0.44,4.0886592E+08,-1.0463657E+09,2280086,2073.0852784027,-10.5514452261307
2350522,78075,40.4,602.87,1977.9200108,606.3327,332,362,340,339,340,1.06,-0.15,0.34,4.08866016E+08,-1.04636576E+09,2279182,2070.11939913761,-14.1672636363636
2350918,78085,40.4,601.16,1972.3097744,604.5826,401,319,341,337,339,-7.85,0.19,0.82,4.08866208E+08,-1.04636589E+09,2277386,2064.22701068617,-20.938024120603
2351117,78099,40.39,599.89,1968.1431076,603.6726,359,332,340,338,339,-18.28,-0.12,0,4.08866272E+08,-1.04636595E+09,2276477,2061.2447272216,-7.08925226130653
2351316,78103,40.38,599.46,1966.7323464,602.8527,356,356,340,338,340,-10.95,-0.2,1.2,4.08866368E+08,-1.04636602E+09,2275637,2058.48882170979,-10.6047353535354
2351514,78109,40.38,598.82,1964.6326088,602.0828,372,306,340,338,339,6.25,-0.18,0.24,4.08866432E+08,-1.04636614E+09,2274787,2055.70010779903,-15.0337225316456
2351909,78124,40.39,597.01,1958.6942884,600.5027,363,307,340,338,339,10.23,-0.85,1.16,4.08866624E+08,-1.04636634E+09,2272972,2049.74538338958,-11.6115239904988
2352330,78140,40.38,595.52,1953.8058368,598.90265,359,347,340,338,340,8.22,-0.52,-0.19,4.08866784E+08,-1.04636653E+09,2271016,2043.32806055493,-17.7297919191919
2352528,78148,40.38,594.45,1950.295338,598.09265,323,320,340,339,339,-13.4,-0.39,0.52,4.0886688E+08,-1.04636659E+09,2270164,2040.53278496438,-14.0844141414141
2352726,78156,40.38,593.6,1947.506624,597.2727,342,338,340,339,339,-7.98,-0.19,0.31,4.08866976E+08,-1.04636672E+09,2269284,2037.64564585677,-6.99468426395939
2352923,78172,40.38,593.18,1946.1286712,596.5228,343,314,340,338,339,5.5,-0.11,0.13,4.08867072E+08,-1.04636678E+09,2268573,2035.31296869142,-15.642823628692
2354108,78217,40.37,587.53,1927.5919252,591.2027,365,326,340,338,339,-3.63,0.99,0.44,4.0886752E+08,-1.04636704E+09,2262739,2016.17254874391,-12.9179696869852
2355322,78266,40.36,582.75,1911.90951,586.0527,325,329,340,339,339,-1.8,0.63,-0.88,4.08868064E+08,-1.04636742E+09,2257425,1998.73816554181,-28.3345272727273
2355520,78274,40.36,581.04,1906.2992736,585.1127,338,342,340,339,339,2.39,0.19,-0.55,4.0886816E+08,-1.04636742E+09,2256445,1995.5229424447,-14.0136381909548
2355719,78282,40.36,580.19,1903.5105596,584.18274,326,337,340,339,340,4.23,0.15,-0.4,4.08868256E+08,-1.04636749E+09,2255542,1992.5603440195,-14.3406143312102
2359487,78435,40.26,563.72,1849.4751248,574.6227,343,353,340,339,340,-0.09,-0.16,-0.24,4.08869024E+08,-1.046368E+09,2248464,1969.3385592426,-12.3097539452496
2360108,78461,40.3,561.39,1841.8307676,566.96265,339,348,340,339,340,0.21,0.15,-0.21,4.08870272E+08,-1.0463687E+09,2235878,1928.04590832396,-17.7297919191919
2360306,78465,40.3,560.32,1838.3202688,565.0426,336,350,340,339,339,-1,0.08,-0.18,4.08870336E+08,-1.04636877E+09,2235043,1925.30640701163,-6.92438592964824
2360505,78471,40.31,559.9,1836.942316,563.6127,326,339,340,339,339,-2.31,0.24,-0.25,4.088704E+08,-1.04636877E+09,2234201,1922.54393982003,-10.8384892857143
2360729,78478,40.3,559.16,1834.5144944,562.4527,320,324,340,339,339,-0.47,0.47,-0.2,4.08870496E+08,-1.04636883E+09,2233360,1919.78475346832,-15.008658105939
2365713,78699,40.27,536.36,1759.7113424,540.44257,324,336,340,339,339,-1.53,0.66,-0.43,4.08872064E+08,-1.04637005E+09,2209697,1842.15023903262,-15.0808281071836
2372729,79005,40.18,504.11,1653.9042524,511.0327,347,345,340,338,340,0.67,0.01,-0.19,4.0887536E+08,-1.04637171E+09,2176091,1731.89433352081,-6.95935757575758
2372927,79013,40.19,503.69,1652.5262996,509.1327,353,359,340,338,340,0.76,-0.31,-0.38,4.08875488E+08,-1.04637178E+09,2175085,1728.59380858643,-19.1244944723618
