time,pessure,tempF,alt_m,alt_f,kalman_alt_f,adxl335X,adxl335Y,adxl335Z,adxl377X,adxl377Y,angVelX,angVelY,angVelZ,Lat,Long,GPSAlt_mm,GPSAlt_f,Vel
2455308,82885,39.7,102.51,336.3189084,106.5227,335,344,340,339,339,-2.25,-0.07,-0.57,4.08898304E+08,-1.04640166E+09,1756939,356.723729846272,-16.8205502538071
2455505,82893,39.7,101.5,333.00526,105.4527,338,343,340,339,339,-1.1,0.14,-0.57,4.08898368E+08,-1.04640173E+09,1755784,352.934359767532,-23.9810278026906
2455728,82905,39.7,99.87,327.6574908,104.2627,366,345,340,338,340,-0.23,0.33,-0.26,4.08898432E+08,-1.04640179E+09,1754618,349.108900449946,-13.4897482233503
2455925,82915,39.7,99.06,325.0000104,103.15267,349,351,340,338,340,-5.75,0.21,-0.17,4.08898496E+08,-1.04640186E+09,1753490,345.408113048372,-20.2152767676768
2456123,82927,39.7,97.84,320.9973856,102.02271,344,338,340,339,339,-7.8,0.74,0.26,4.08898528E+08,-1.04640192E+09,1752379,341.763099925012,-18.5342563237774
2456716,82960,39.69,94.49,310.0065716,98.70269,329,348,340,339,339,0.22,-0.18,-0.92,4.08898656E+08,-1.04640218E+09,1749103,331.015068428949,-16.8205502538071
2456913,82972,39.69,93.48,306.6929232,97.60274,325,345,340,339,340,0.59,-0.18,-0.97,4.08898688E+08,-1.04640224E+09,1747972,327.304438507689,-20.2152767676768
2457111,82980,39.7,92.26,302.6902984,96.47272,334,345,340,339,339,2.51,-0.16,-0.52,4.08898752E+08,-1.0464023E+09,1746519,322.537378140235,-18.3001628140704
2457310,82993,39.7,91.15,299.048566,95.34263,343,338,341,339,339,2.13,-0.14,-0.06,4.08898784E+08,-1.04640237E+09,1745155,318.062312523437,-20.2152767676768
2457508,82999,39.69,89.93,295.0459412,94.19273,331,351,340,339,340,-3.02,-0.47,0.05,4.08898816E+08,-1.0464025E+09,1743889,313.908769216351,-13.4216181818182
2457706,83011,39.7,89.12,292.3884608,93.11268,310,356,340,339,340,-3.77,-0.45,-0.4,4.08898848E+08,-1.04640256E+09,1742667,309.899582864645,-13.5873171717172
2457904,83033,39.7,88.3,289.698172,92.1027,335,364,340,339,340,1.68,-0.01,-0.01,4.08898912E+08,-1.04640262E+09,1741371,305.647614360708,-35.9118972972973
2458126,83043,39.69,85.87,281.7257308,90.80263,346,350,340,339,340,2.15,0.57,0.37,4.08898944E+08,-1.04640269E+09,1740074,301.392365016876,-20.2541653061224
2458322,83055,39.69,84.66,277.7559144,89.48267,330,343,340,339,339,0.04,0.68,-0.19,4.08899008E+08,-1.04640282E+09,1738762,297.087903074618,-16.901296969697
2458520,83069,39.69,83.64,274.4094576,88.19261,322,346,340,339,339,0.02,0.36,-0.32,4.08899072E+08,-1.04640288E+09,1737545,293.095120922387,-20.2152767676768
2458718,83080,39.69,82.42,270.4068328,86.91264,338,345,340,339,340,2.27,0.2,0.01,4.08899136E+08,-1.04640294E+09,1736359,289.204044806902,-15.1551492385787
2458915,83090,39.7,81.51,267.4212684,85.7127,348,338,340,339,339,2.75,0.35,0.24,4.088992E+08,-1.04640301E+09,1735169,285.299845331836,-20.2541653061224
2459111,83098,39.69,80.3,263.451452,84.5127,348,342,340,339,339,-1.37,0.05,0.14,4.08899232E+08,-1.04640307E+09,1733934,281.248008061495,-16.8163658291457
2459310,83112,39.69,79.28,260.1049952,83.36272,323,338,340,339,340,-3.74,-0.29,-0.33,4.08899296E+08,-1.04640314E+09,1732602,276.877929321338,-33.6411005076142
2459507,83130,39.69,77.26,253.4776984,82.03267,332,343,340,339,339,-0.79,-0.12,-0.5,4.0889936E+08,-1.0464032E+09,1731359,272.799845331836,-10.1076383838384
2459705,83139,39.69,76.65,251.476386,80.83265,354,349,340,338,340,2.76,-0.27,-0.13,4.08899456E+08,-1.04640326E+09,1730087,268.62661698538,-13.3881811659193
2459928,83149,39.68,75.74,248.4908216,79.71261,346,348,340,339,339,-0.17,-0.3,-0.1,4.0889952E+08,-1.04640333E+09,1728832,264.509162917138,-16.5425153456998
2461114,83210,39.68,69.76,228.8713984,73.3227,348,339,340,338,339,1.06,-0.17,0.33,4.089E+08,-1.04640358E+09,1721471,240.358900449946,-26.8432363636364
2461312,83218,39.67,68.14,223.5564376,72.26264,347,344,340,339,340,4.52,-0.02,-0.16,4.08900096E+08,-1.04640358E+09,1720335,236.631866329212,-20.151352284264
2461509,83230,39.68,66.93,219.5866212,71.17269,338,348,340,339,339,2.85,-0.17,-0.33,4.08900192E+08,-1.04640365E+09,1719240,233.039346644172,-13.3541728643216
2461708,83238,39.68,66.12,216.9291408,70.13267,326,344,340,339,339,-0.34,-0.27,-0.33,4.08900256E+08,-1.04640365E+09,1718256,229.811000187479,-13.4897482233503
2461905,83249,39.68,65.31,214.2716604,69.13271,326,343,340,339,339,-0.17,-0.24,-0.14,4.08900352E+08,-1.04640365E+09,1717299,226.671236407952,-16.2577339285714
2462129,83255,39.67,64.2,210.629928,68.13266,335,349,340,339,340,-0.01,-0.39,0.26,4.08900416E+08,-1.04640371E+09,1716229,223.160737720288,-11.5890368159204
2462531,83277,39.65,62.78,205.9711352,67.04265,353,354,340,338,340,1.02,0.2,0.18,4.08900512E+08,-1.04640371E+09,1714100,216.175829583805,-26.8432363636364
2462729,83291,39.66,61.16,200.6561744,65.83268,355,358,340,338,340,-1.42,0.42,0.34,4.08900672E+08,-1.04640378E+09,1712953,212.412706224225,-16.9063693877551
2462925,83303,39.66,60.15,197.342526,64.63276,356,357,340,338,340,-3.16,0.62,0.27,4.08900736E+08,-1.04640378E+09,1711924,209.036721972256,-10.1076383838384
2463123,83309,39.66,59.54,195.3412136,63.55272,355,359,340,338,340,-3.58,0.68,0.26,4.089008E+08,-1.04640384E+09,1710904,205.690265279343,-20.0495777777778
2463321,83321,39.66,58.33,191.3713972,62.44274,342,343,340,338,339,-3.96,0.94,0.15,4.08900832E+08,-1.04640384E+09,1709908,202.42254874391,-21.1209292620865
2463714,83339,39.67,55.8,183.070872,60.23272,332,324,340,339,339,2.22,0.87,-0.51,4.0890096E+08,-1.04640384E+09,1707762,195.381866329212,-6.66160406091371
2463911,83352,39.66,55.4,181.758536,59.21267,328,328,340,339,339,2.63,-0.05,-0.54,4.08900992E+08,-1.0464039E+09,1706688,191.858244281967,-30.1572161616162
2464109,83360,39.67,53.58,175.7874072,58.03268,336,348,340,339,340,2.03,-0.91,0.07,4.08901024E+08,-1.0464039E+09,1705550,188.124648481443,-13.4216181818182
2464307,83370,39.67,52.77,173.1299268,56.92269,324,353,340,339,340,-2.44,-1.41,0.53,4.08901056E+08,-1.0464039E+09,1704448,184.509162917138,-14.8594098654709
2464530,83380,39.67,51.76,169.8162784,55.83268,318,353,340,339,340,-4.38,-1.11,-0.24,4.0890112E+08,-1.0464039E+09,1703244,180.559031683542,-16.735597979798
2464728,83388,39.66,50.75,166.50263,54.76274,320,363,340,339,340,-0.53,-0.56,-0.15,4.08901152E+08,-1.0464039E+09,1701915,176.19879546307,-13.4897482233503
2464925,83401,39.66,49.94,163.8451496,53.75273,317,370,340,339,340,-1.39,-0.23,0.32,4.08901152E+08,-1.0464039E+09,1700601,171.887771841023,-15.0028361809045
2465124,83417,39.66,49.03,160.8595852,52.77273,335,365,340,339,340,0.32,0.35,0.78,4.08901184E+08,-1.0464039E+09,1699487,168.232916197978,-19.9488261306533
2465323,83423,39.66,47.82,156.8897688,51.76258,350,334,340,338,339,1.3,1.3,0.78,4.08901216E+08,-1.0464039E+09,1698378,164.594464754408,-20.2541653061224
2465519,83437,39.66,46.61,152.9199524,50.71266,327,318,340,339,339,3.26,1.69,-0.55,4.08901248E+08,-1.0464039E+09,1697180,160.664018560183,-16.4858129353234
2465720,83435,39.66,45.6,149.606304,49.66269,304,342,340,339,340,1.92,0.53,-1.19,4.08901312E+08,-1.0464039E+09,1696106,157.140396512939,-13.4216181818182
2465918,83453,39.67,44.79,146.9488236,48.6728,321,378,340,339,340,4.45,-0.27,-0.56,4.08901376E+08,-1.04640397E+09,1695065,153.72504218223,-11.7646282828283
2466116,83460,39.67,44.08,144.6194272,47.73271,313,370,340,339,340,2.16,0.24,0.16,4.0890144E+08,-1.04640397E+09,1693915,149.952076302965,-30.005672361809
2466315,83480,39.67,42.26,138.6482984,46.64267,324,357,340,339,340,0.41,0.75,0.67,4.08901504E+08,-1.04640397E+09,1692834,146.405488376456,-20.151352284264
2466512,83482,39.67,41.05,134.678482,45.50262,343,347,340,339,340,1.57,1.25,1.02,4.08901568E+08,-1.04640397E+09,1691876,143.262443757033,-15.7182695960312
2467923,83553,39.65,34.29,112.5000036,38.98279,392,323,340,338,339,4.54,0.54,-2.04,4.08901984E+08,-1.04640403E+09,1684361,118.606931946009,-9.94193939393939
2468121,83563,39.66,33.69,110.5314996,37.93263,359,335,341,339,339,17.3,-1.09,-0.33,4.08902048E+08,-1.0464041E+09,1683063,114.348401762282,-23.4110190954774
2468320,83571,39.65,32.27,105.8727068,36.79255,348,337,340,338,339,9.29,0.82,-0.4,4.0890208E+08,-1.0464041E+09,1681696,109.8634936258,-9.99240609137056
2468517,83581,39.66,31.67,103.9042028,35.73261,340,330,340,339,339,-6.12,-0.22,-0.03,4.08902112E+08,-1.0464041E+09,1680582,106.208637982755,-16.735597979798
2468715,83587,39.65,30.66,100.5905544,34.68267,339,340,340,339,340,-7.53,-0.25,-0.18,4.08902112E+08,-1.04640416E+09,1679674,103.229635358083,-13.4216181818182
2468913,83597,39.65,29.85,97.933074,33.69275,341,352,340,339,340,-2.45,-0.1,-0.54,4.08902144E+08,-1.04640422E+09,1678701,100.037378140235,-3.33080203045685
2469110,83607,39.65,29.65,97.276906,32.86273,339,337,340,339,340,1.68,0.19,-0.71,4.08902176E+08,-1.04640429E+09,1677619,96.487509373831,-15.0786080808081
2469308,83612,39.65,28.74,94.2913416,32.05262,337,319,340,339,339,0.73,0.27,-0.89,4.08902208E+08,-1.04640435E+09,1676443,92.6292416572956,-16.569898989899
2469506,83620,39.65,27.74,91.0105016,31.22272,390,323,340,338,339,-4.54,-0.2,-0.7,4.0890224E+08,-1.04640435E+09,1675217,88.6069319460095,-14.8594098654709
2469729,83624,39.64,26.73,87.6968532,30.36255,339,326,341,339,339,-14.83,0.42,-0.39,4.0890224E+08,-1.04640442E+09,1674182,85.2112626546709,-13.4897482233503
2469926,83640,39.64,25.92,85.0393728,29.52268,370,323,340,338,339,-3.11,-0.09,0.72,4.0890224E+08,-1.04640442E+09,1673307,82.3405277465344,-16.735597979798
2470124,83644,39.65,24.91,81.7257244,28.65276,337,315,340,339,339,11.63,0.27,-0.36,4.0890224E+08,-1.04640442E+09,1672479,79.6239923134635,-9.84252
2470324,83654,39.65,24.31,79.7572204,27.83283,311,325,340,339,339,7.95,0.01,-0.04,4.0890224E+08,-1.04640448E+09,1671677,76.992758717663,-16.8205502538071
2470521,83664,39.65,23.3,76.443572,26.98269,321,327,340,339,339,-0.19,-0.2,0.83,4.0890224E+08,-1.04640448E+09,1670875,74.3615251218625,-13.770403034134
2471312,83697,39.64,19.98,65.5511832,23.46271,358,331,340,339,339,-1.77,-0.11,-0.08,4.08902304E+08,-1.04640448E+09,1666456,59.8634936257995,-15.0406267002519
2471709,83715,39.64,18.16,59.5800544,21.7827,353,377,340,338,340,3.12,-0.45,-1.4,4.08902336E+08,-1.04640442E+09,1663952,51.6482705286866,-15.0028361809045
2471908,83724,39.64,17.25,56.59449,20.93266,342,352,340,339,340,1.6,-0.09,-0.88,4.08902368E+08,-1.04640442E+09,1662666,47.4291104236998,-13.1893065326633
2472107,83732,39.64,16.45,53.969818,20.09273,366,325,340,338,339,0.94,0.51,-0.93,4.089024E+08,-1.04640435E+09,1661529,43.6987954630698,-11.9706324324324
2472329,83738,39.63,15.64,51.3123376,19.26274,350,316,340,338,339,11.65,-0.37,-0.9,4.08902432E+08,-1.04640435E+09,1660415,40.0439398200252,-13.3232081218274
2472526,83750,39.64,14.84,48.6876656,18.43272,317,348,340,339,340,11.67,0.26,0.09,4.08902496E+08,-1.04640435E+09,1659459,36.9074568803927,-15.9781168831169
2473912,83810,39.62,8.09,26.5419956,12.28274,364,360,340,338,340,5.04,0.54,-0.18,4.0890288E+08,-1.04640429E+09,1652229,13.1869844394478,-14.9957585858586
2474308,83833,39.62,6.28,20.6036752,10.3524,380,340,341,338,339,-10.95,0.26,0.9,4.08903008E+08,-1.04640435E+09,1650172,6.4382967754058,-0.0209196108333289
2662505,83839,40.64,5.08,16.6666672,4.60374,300,340,338,339,339,0.25,-0.12,-0.52,4.0890336E+08,-1.04640493E+09,1647616,-1.94752999624774,0.155306035502959
2666730,83841,40.69,5.28,17.3228352,4.83391,314,321,338,339,339,-0.21,-1.09,-0.87,4.0890288E+08,-1.04640493E+09,1649694,4.87005530558953,1.66118481012658
2667125,83839,40.7,5.48,17.9790032,4.87387,332,318,338,339,339,-0.38,-0.06,-0.54,4.08902848E+08,-1.04640493E+09,1650448,7.34380858642942,3.29732663316583
2667324,83839,40.7,5.68,18.6351712,4.89402,333,313,337,339,339,-0.29,0.06,-0.16,4.08902816E+08,-1.04640493E+09,1650443,7.32740438695436,0
2667524,83837,40.7,5.68,18.6351712,4.91394,328,325,338,339,339,-0.17,-0.12,0.09,4.08902784E+08,-1.04640493E+09,1650487,7.47176134233493,1.6569898989899
2667920,83835,40.71,5.88,19.2913392,4.96385,318,315,338,339,339,-0.3,-0.35,0.04,4.08902752E+08,-1.04640499E+09,1650630,7.94092144732181,0
2668120,83835,40.71,5.88,19.2913392,4.98407,305,309,337,339,339,0.24,-0.19,0.15,4.0890272E+08,-1.04640499E+09,1650711,8.20666947881787,0
2720726,83839,41.27,5.88,19.2913392,5.27394,297,352,337,340,340,0.1,-0.22,-0.18,4.08896E+08,-1.04640115E+09,1651998,12.4291104236998,-1.11026734348562
2721317,83839,41.28,5.68,18.6351712,5.28385,286,358,338,340,340,1.65,-0.47,0.15,4.08895936E+08,-1.04640109E+09,1652214,13.1377718410226,-9.99240609137056
2721514,83845,41.28,5.08,16.6666672,5.28393,294,376,338,340,340,2.09,-0.8,0.15,4.08895904E+08,-1.04640109E+09,1652162,12.9671681664819,-10.006562
2721714,83851,41.28,4.47,14.6653548,5.27362,302,342,338,339,339,1.34,-1.16,0.78,4.08895872E+08,-1.04640102E+09,1652111,12.7998453318362,3.34779591836735
2721910,83845,41.28,4.67,15.3215228,5.26394,280,356,337,340,340,1.05,-1.08,0.97,4.0889584E+08,-1.04640102E+09,1652232,13.1968269591328,-3.29732663316583
2722109,83851,41.29,4.47,14.6653548,5.25383,297,366,338,340,340,0.34,-0.98,0.35,4.08895808E+08,-1.04640102E+09,1652265,13.3050946756683,-9.84252
2722309,83855,41.28,3.87,12.6968508,5.2336,299,345,338,340,340,-0.54,-0.87,-0.34,4.08895808E+08,-1.04640096E+09,1652242,13.229635358083,0
2722534,83855,41.28,3.87,12.6968508,5.21408,281,366,337,340,340,0.52,-0.03,-0.54,4.08895776E+08,-1.04640096E+09,1652088,12.7243860142509,3.47178835978836
2722912,83851,41.27,4.27,14.0091868,5.19375,315,346,338,339,340,0.41,0.2,-0.81,4.08895744E+08,-1.04640096E+09,1651457,10.6541760404977,-10.1076383838384
2723110,83851,41.28,3.66,12.0078744,5.1639,303,389,338,339,340,0.16,1.41,-0.46,4.08895712E+08,-1.0464009E+09,1651474,10.7099503187129,19.9488261306533
2723309,83845,41.29,4.87,15.9776908,5.16392,314,371,338,339,340,-0.41,0.57,-0.43,4.0889568E+08,-1.0464009E+09,1651465,10.6804227596578,-6.23437529691211
2723730,83855,41.29,4.07,13.3530188,5.13399,315,385,338,339,340,0.59,-0.76,-0.17,4.08895648E+08,-1.0464009E+09,1651493,10.7722862767181,0
2724325,83853,41.3,4.07,13.3530188,5.07387,310,394,338,339,341,-0.73,0.12,-0.12,4.08895552E+08,-1.04640083E+09,1651558,10.985540869894,1.99039838220425
2725314,83843,41.3,4.67,15.3215228,5.00386,302,366,338,339,340,-2.03,0.3,0.18,4.08895456E+08,-1.04640083E+09,1650951,8.99407105362102,-3.29732663316583
2725513,83849,41.3,4.47,14.6653548,4.99392,277,374,337,340,340,-1.66,0.27,0.08,4.08895456E+08,-1.04640083E+09,1650938,8.95142013498585,6.72779848101266
2725908,83839,41.3,5.28,17.3228352,5.00381,327,383,338,339,340,-0.24,0.9,-0.46,4.0889536E+08,-1.04640083E+09,1651358,10.3293728908914,-0.130606687898089
2730932,83845,41.31,5.08,16.6666672,4.99368,359,333,338,339,339,0.68,0.07,-0.66,4.08894784E+08,-1.04640058E+09,1651068,9.37792932133756,-3.42275928753181
2731325,83847,41.32,4.67,15.3215228,4.9837,404,359,338,337,340,-0.68,-0.23,-0.75,4.0889472E+08,-1.04640051E+09,1651051,9.32215504312234,-0.827450189155107
2732118,83847,41.31,4.47,14.6653548,4.97355,382,344,339,338,340,-0.68,0.12,0.05,4.08894624E+08,-1.04640051E+09,1651052,9.32543588301735,-0.0355271054450503
2862328,83863,41.16,3.06,10.0393704,3.34386,339,333,338,339,339,0.04,0.14,-0.27,4.0887888E+08,-1.04639008E+09,1650538,7.6390841769806,0.0314163827448013
2946917,83855,41.21,3.87,12.6968508,4.20362,259,356,338,340,340,-1.44,-0.93,-0.43,4.08869984E+08,-1.04638989E+09,1648377,0.549189163857244,0
2947115,83851,41.21,3.87,12.6968508,4.1936,299,346,338,339,340,0.64,-0.31,-0.8,4.08869952E+08,-1.04638995E+09,1648388,0.585278402702388,0
2947510,83857,41.22,3.87,12.6968508,4.18372,274,362,338,340,340,0.03,-0.47,-0.16,4.08869888E+08,-1.04638989E+09,1648298,0.290002812151207,0
2947707,83857,41.22,3.87,12.6968508,4.18358,302,356,338,339,340,0.46,-0.36,-0.03,4.08869856E+08,-1.04638995E+09,1648293,0.273598612676142,3.29732663316583
2947906,83853,41.23,4.07,13.3530188,4.18378,271,367,338,340,340,0.08,-0.22,0.2,4.08869824E+08,-1.04638995E+09,1648305,0.312968691416299,0
2962307,83861,41.27,4.07,13.3530188,3.85367,274,369,338,340,340,-1.63,-0.5,-0.76,4.08867936E+08,-1.04638982E+09,1648806,1.95666947881787,0
2962923,83859,41.27,4.07,13.3530188,3.85378,274,355,338,340,340,-0.9,-0.42,-0.52,4.08867872E+08,-1.04638982E+09,1648959,2.45863798275488,-13.3541728643216
2963122,83861,41.27,3.26,10.6955384,3.8437,300,339,338,340,339,0.12,-0.28,-0.49,4.0886784E+08,-1.04638982E+09,1649018,2.65220753656066,10.1589461928934
2963319,83859,41.27,3.87,12.6968508,3.84384,269,342,338,340,340,0.22,-0.56,-0.16,4.08867808E+08,-1.04638982E+09,1649158,3.11152512186249,-3.46219296482412
2963518,83865,41.27,3.66,12.0078744,3.84372,280,363,338,340,340,0.48,0.05,0.28,4.08867808E+08,-1.04638982E+09,1649189,3.2132311586079,-3.29732663316583
2963717,83859,41.28,3.46,11.3517064,3.83351,322,375,339,339,340,1.76,0.52,0.48,4.08867776E+08,-1.04638982E+09,1649338,3.70207630296486,0
2963914,83861,41.27,3.46,11.3517064,3.83369,264,390,338,340,340,0.3,0.27,0.17,4.08867744E+08,-1.04638976E+09,1649412,3.94485845519583,-6.6279595959596
2964112,83859,41.27,3.06,10.0393704,3.82356,270,366,338,340,340,-0.91,0.04,0.23,4.08867744E+08,-1.04638976E+09,1649302,3.58396606674438,-3.3139797979798
2964310,83859,41.27,2.86,9.3832024,3.80355,283,362,338,340,340,0.15,0.19,-0.23,4.08867712E+08,-1.04638976E+09,1649369,3.80378233971026,9.94193939393939
2964508,83861,41.27,3.46,11.3517064,3.80367,264,416,338,340,341,0.37,0.07,-0.26,4.0886768E+08,-1.04638976E+09,1649396,3.89236501687562,0
2964904,83859,41.27,3.46,11.3517064,3.79354,290,377,338,340,341,-0.1,-0.05,0.18,4.08867648E+08,-1.04638976E+09,1649401,3.90876921635068,1.56230476190476
2965324,83861,41.27,3.66,12.0078744,3.79361,291,357,338,340,340,0.14,0.33,-0.06,4.08867616E+08,-1.0463897E+09,1649292,3.55115766779425,-6.59465326633166
2965523,83865,41.27,3.26,10.6955384,3.78352,291,363,338,339,340,0.29,0.23,-0.14,4.08867584E+08,-1.0463897E+09,1649387,3.8628374578205,0
2965722,83863,41.28,3.26,10.6955384,3.77344,242,372,339,341,340,0.1,-0.08,-0.16,4.08867584E+08,-1.0463897E+09,1649371,3.81034401950029,0
2965919,83859,41.28,3.26,10.6955384,3.77349,304,365,339,339,340,0.62,-0.1,0.07,4.08867552E+08,-1.04638963E+09,1649314,3.62333614548454,0
2966118,83861,41.28,3.26,10.6955384,3.76358,283,380,339,340,340,0.03,-0.17,0.31,4.0886752E+08,-1.04638963E+09,1649395,3.8890841769806,1.64866331658291
2966516,83861,41.28,3.46,11.3517064,3.75352,308,350,339,339,339,0.46,0.35,-0.17,4.08867488E+08,-1.04638957E+09,1649333,3.68567210348979,0
2966715,83861,41.28,3.46,11.3517064,3.74366,284,370,338,340,340,0.22,0.22,-0.36,4.08867488E+08,-1.04638957E+09,1649464,4.11546212973651,0
2966914,83857,41.28,3.46,11.3517064,3.74337,238,391,339,341,341,0.47,0.07,-0.12,4.08867456E+08,-1.04638957E+09,1649452,4.07609205099635,-3.34779591836735
2967110,83863,41.28,3.26,10.6955384,3.73346,307,365,338,339,340,0.92,0.02,-0.12,4.08867456E+08,-1.0463895E+09,1649397,3.89564585677063,0
